,ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
23488,tt6270212,Manhole,2016,86 min,6.6,18,"Drama, History            ",malayalam
23490,tt7720584,Looking Eyes,1996,-,-,-,Thriller            ,malayalam
23494,tt0269453,Koottinilamkili,1984,-,5.3,6,"Comedy, Drama, Romance            ",malayalam
23500,tt2978600,Indian Express,2014,-,-,-,"Comedy, Drama            ",malayalam
23505,tt0353636,Koodikazhcha,1991,101 min,5.6,16,"Action, Comedy, Drama            ",malayalam
23510,tt13544542,Rahel,I 2020,-,-,-,"Short, Drama            ",malayalam
23512,tt0254727,Rajamalli,1965,-,-,-,-,malayalam
23518,tt5022424,Kohinoor,2015,139 min,6.3,591,"Comedy, Thriller            ",malayalam
23524,tt5932180,She,VI 2016,16 min,-,-,"Short, Romance, Thriller            ",malayalam
23527,tt0291709,Adhipan,1989,-,6.4,177,"Action, Drama, Thriller            ",malayalam
23541,tt4553712,Ennum Eppozhum,2015,147 min,5.5,649,"Comedy, Drama            ",malayalam
23557,tt0483184,The Tiger,2005,152 min,6.6,289,"Action, Thriller            ",malayalam
23565,tt2345561,Grandmaster,2012,100 min,7.0,"1,915","Action, Thriller            ",malayalam
23580,tt6192044,Scent of Cigar,2017,104 min,-,-,Drama            ,malayalam
23582,tt0356800,Kuberan,2002,-,5.6,238,"Comedy, Drama            ",malayalam
23586,tt1734414,Best of Luck,2010,160 min,2.2,106,"Comedy, Drama            ",malayalam
23596,tt0323828,Romance,2001,-,4.0,8,-,malayalam
23600,tt11280892,Ennum,2020,-,-,-,Drama            ,malayalam
23602,-,Untitled Nadirsha Directorial,2021,-,-,-,Thriller            ,malayalam
23611,tt0213457,Ashwamedham,1967,135 min,6.7,6,-,malayalam
23622,tt0332668,Kannukal,1979,124 min,-,-,-,malayalam
23624,tt5311234,La Sa Gu,2014,82 min,4.2,5,Family            ,malayalam
23632,tt0277632,Chukku,1973,-,-,-,-,malayalam
23637,tt4869132,Raktharakshassu,2014,-,1.3,17,Horror            ,malayalam
23654,tt13269124,Tsunami,2021,122 min,4.9,334,Comedy            ,malayalam
23656,tt0248317,Ponthan Mada,1994,119 min,8.1,695,Drama            ,malayalam
23666,tt0280847,Kottaram Vilakkanundu,1975,-,-,-,-,malayalam
23671,tt5168460,Kalabha Mazha,2011,-,-,-,Family            ,malayalam
23677,-,Drishyam 3,,-,-,-,"Thriller, Family            ",malayalam
23680,tt0254930,Aayiram Meni,1999,-,4.5,19,"Action, Drama            ",malayalam
23712,tt0272242,Pichipoo,1978,-,-,-,-,malayalam
23713,tt3451280,Repercussion,2015,18 min,8.0,55,"Short, Mystery, Thriller            ",malayalam
23717,-,Adi,2021,-,-,-,Comedy            ,malayalam
23719,tt0334036,Odukkam Thudakkam,1982,-,-,-,-,malayalam
23726,tt4318204,Nagaravaridhi Naduvil Njan,2014,-,5.5,78,Drama            ,malayalam
23738,tt0252186,Aasha Deepam,1953,-,-,-,-,malayalam
23740,tt0333915,Mimics Action 500,1995,-,4.9,15,-,malayalam
23756,tt0281982,Makalo Marumakalo,1975,-,-,-,-,malayalam
23768,tt2574902,Itharamaathram,2012,98 min,5.8,9,Drama            ,malayalam
23777,tt0292065,Kuyiline Thedi,1983,104 min,6.4,11,"Drama, Romance            ",malayalam
23778,tt0283423,Jeevitham,1984,-,6.1,7,-,malayalam
23785,tt6541008,C/O Saira Banu,2017,156 min,6.4,538,"Comedy, Drama            ",malayalam
23793,tt0280873,Light House,1976,-,-,-,-,malayalam
23800,tt0352315,Elanji Pookkal,1986,-,-,-,-,malayalam
23804,tt10168868,Anubandham,1985,129 min,-,-,Drama            ,malayalam
23842,tt0254836,Ummini Thanka,1961,124 min,-,-,-,malayalam
23849,tt0353281,Chakoram,1994,-,7.2,34,Drama            ,malayalam
23859,tt9883042,Aakashaganga II,2019,142 min,2.3,173,Horror            ,malayalam
23864,tt0246831,Oral Mathram,1997,135 min,6.3,157,Drama            ,malayalam
23869,tt0330782,Prakadanam,1980,-,-,-,-,malayalam
23880,tt0277781,Kattu Vitachavan,1973,-,-,-,-,malayalam
23901,tt0353638,Koumara Swapnangal,1991,-,-,-,-,malayalam
23912,tt0332723,Paavappettavar,1979,-,-,-,-,malayalam
23913,tt0353904,Prabhatham Chuvanna Theruvil,1989,-,-,-,-,malayalam
23922,tt8593946,Thariode,2021,40 min,8.4,11,"Documentary, Short            ",malayalam
23923,tt0399411,Nilavariyathe,2003,-,-,-,-,malayalam
23929,tt14074962,Naadan Vibes,2020– ,-,-,-,Comedy            ,malayalam
23940,-,Mahatma Gandhi Colony,,-,-,-,-,malayalam
23941,tt8962486,Thattum Purath Achuthan,2018,142 min,4.9,288,"Comedy, Drama, Musical            ",malayalam
23948,tt8256128,Mirror of Reality,2016,-,7.7,6,"Short, Drama            ",malayalam
23950,tt0352170,Anaswara Ganangal,1986,-,-,-,-,malayalam
23967,tt0234888,Thumbolarcha,1974,-,-,-,-,malayalam
23974,tt0234193,Manishada,1975,-,-,-,-,malayalam
23977,tt10801000,Kumbarees,2019,119 min,5.0,35,"Action, Thriller            ",malayalam
23989,tt0268150,Ashoka Vanam,1978,-,-,-,-,malayalam
23990,tt10912532,My Santa,2019,153 min,6.0,249,"Comedy, Drama, Fantasy            ",malayalam
23995,tt11253800,28,2019,-,-,-,"Crime, Drama, Thriller            ",malayalam
23998,tt1922632,Khaddama,2011,-,6.8,126,Drama            ,malayalam
24000,tt0353769,My Dear Muthachan,1992,147 min,6.3,91,"Comedy, Drama            ",malayalam
24002,tt0250012,Swathi Kiranam,1992,130 min,8.1,382,"Drama, Musical            ",malayalam
24013,tt0403843,Andapuram Rajakumari,2003,-,-,-,-,malayalam
24014,tt12106502,Sumangali Bhava,2019– ,22 min,-,-,Drama            ,malayalam
24019,tt2458524,Trivandrum Lodge,2012,-,6.6,504,Comedy            ,malayalam
24031,tt0207956,Alicinte Anweshanam,1989,122 min,6.9,7,Drama            ,malayalam
24076,tt9905412,Ottam,2019,120 min,7.3,502,Drama            ,malayalam
24094,tt0356164,Vaachalam,1997,-,5.2,5,"Drama, Romance            ",malayalam
24101,tt0235170,Akkaladama,1975,-,-,-,-,malayalam
24104,tt7605308,Utsaha Ithihasam - The Saga of the Spirited,2018– ,-,7.3,12,Drama            ,malayalam
24114,tt6395948,God Say,2016,106 min,-,-,Drama            ,malayalam
24138,tt0271741,Puzhayozhukum Vazhi,1985,-,-,-,-,malayalam
24144,tt6964570,Ottamaina,2017,5 min,8.8,9,"Short, Comedy            ",malayalam
24154,tt0271947,Achanum Bappayum,1972,-,8.6,5,-,malayalam
24165,tt0235696,Priya,I 1970,152 min,-,-,-,malayalam
24168,tt0231258,Bharata Natyam,1956,-,-,-,-,malayalam
24174,-,Chitrageetham,,-,-,-,Musical            ,malayalam
24175,tt0271695,Oru Sindoora Pottinte Ormaykku,1987,124 min,6.9,15,"Action, Crime, Drama            ",malayalam
24187,tt0353149,Aardram,1992,-,5.5,6,-,malayalam
24189,tt13298992,Nizhal,2021,118 min,6.3,124,"Drama, Mystery, Thriller            ",malayalam
24190,tt0254488,Kayamkulam Kochunni,1966,131 min,7.3,23,Adventure            ,malayalam
24196,tt2253560,Ajantha,2012,-,-,-,Musical            ,malayalam
24200,tt0357043,Pranayasalabhangal,2002,-,-,-,-,malayalam
24204,tt3705306,Law Point,2014,108 min,5.4,201,"Drama, Thriller            ",malayalam
24218,tt3594270,Pazham Puffs,2014,29 min,-,-,"Short, Comedy            ",malayalam
24220,tt0255286,Kadal,1968,-,-,-,-,malayalam
24251,tt6631226,Devayaanam,2017,110 min,-,-,Drama            ,malayalam
24255,tt2866742,SIM: Sorry I'm Mad,2013,-,3.4,14,Drama            ,malayalam
24262,tt0352447,Ithra Maathram,1986,-,-,-,-,malayalam
24268,tt10473174,A For Apple,2019,140 min,-,-,Drama            ,malayalam
24269,tt0360124,Ulpathi,1984,-,-,-,-,malayalam
24285,tt9039138,My Hero,II 2017,-,-,-,"Short, Romance            ",malayalam
24291,tt5247702,Rockstar,2015,122 min,5.2,68,"Drama, Musical            ",malayalam
24318,tt0354144,Utsava Melam,1992,137 min,4.8,13,Mystery            ,malayalam
24343,tt9337230,Sahakaranathinte Vijayagadha,2016– ,30 min,-,-,Documentary            ,malayalam
24349,tt0332562,Agni Vyooham,1979,-,-,-,-,malayalam
24353,-,CBI 5,,122 min,-,-,"Crime, Thriller            ",malayalam
24370,tt10020954,Kabani,2019– ,23 min,-,-,"Drama, Family, Romance            ",malayalam
24371,tt3061202,"Blue Skies, Green Waters, Red Earth",2013,137 min,7.7,"3,271","Adventure, Drama, Romance            ",malayalam
24377,tt0235510,Kamam Krodham Moham,1975,-,-,-,-,malayalam
24384,tt13170838,Sense Nonsense,2020,9 min,-,-,"Animation, Short            ",malayalam
24386,-,Kosarakkolli,,-,-,-,-,malayalam
24389,tt0275461,Koodum Thedi,1985,-,7.1,23,"Drama, Romance            ",malayalam
24390,-,The Deluge,II,-,-,-,"Documentary, Short            ",malayalam
24398,tt0279986,Nirnnayam,1995,165 min,7.1,359,"Action, Thriller            ",malayalam
24403,tt0277760,Ivide Ee Theerathu,1985,-,-,-,-,malayalam
24406,tt0257897,Manpeda,1971,-,-,-,-,malayalam
24411,tt0352451,Ivare Sookshikkuka,1987,-,-,-,-,malayalam
24426,tt10068004,14th Day,2019,-,-,-,"Short, Romance, War            ",malayalam
24428,tt0331937,Chora Chuvanna Chora,1980,-,-,-,-,malayalam
24430,tt0275534,Mukhyamanthri,1985,-,-,-,-,malayalam
24436,tt6277824,Poomaram,2018,152 min,6.7,716,Drama            ,malayalam
24440,tt0275778,Vyooham,1990,-,6.4,22,"Action, Crime, Thriller            ",malayalam
24447,tt10804114,Oru Cinema Kadha,2011,17 min,-,-,"Short, Comedy            ",malayalam
24450,tt0271636,Mazhayethum Munpe,1995,138 min,7.4,598,"Drama, Romance            ",malayalam
24468,tt0331823,Aarattu,1979,-,-,-,-,malayalam
24474,tt0347663,Nishedhi,1984,-,-,-,-,malayalam
24483,tt0352172,Anga Kalari,1987,-,-,-,-,malayalam
24484,tt0406892,Joker,2000,148 min,6.4,197,"Musical, Comedy, Drama            ",malayalam
24496,tt0273768,Mailpeelikkavu,1998,136 min,6.3,157,"Romance, Thriller            ",malayalam
24500,-,Al Karama,,-,-,-,Comedy            ,malayalam
24505,tt0355319,Cheruppakkari,2002,-,-,-,-,malayalam
24506,tt0254968,Aram + Aram = Kinnaram,1985,144 min,7.2,368,Comedy            ,malayalam
24508,tt14497486,K.S. Harishankar: Kamini,2019 Video,4 min,-,-,"Short, Music            ",malayalam
24519,tt2926400,Ayal,2013,134 min,6.1,33,"Drama, Romance            ",malayalam
24522,tt3712830,Raman,2014,12 min,-,-,"Short, Drama, Family            ",malayalam
24532,tt0275432,Jeevante Jeevan,1985,128 min,6.5,22,Drama            ,malayalam
24559,tt3118910,Camel Safari,2013,-,3.6,21,Romance            ,malayalam
24560,tt0398448,DD News: Regional News,2000– ,-,-,-,News            ,malayalam
24567,tt0295294,Halo,1996,92 min,8.0,447,"Drama, Family            ",malayalam
24602,tt13089396,31,I 2020,-,-,-,"Short, Mystery            ",malayalam
24621,tt10428284,Veyilmarangal,2019,108 min,8.1,15,Drama            ,malayalam
24623,tt0279012,Chandana Kadu,1974,-,-,-,-,malayalam
24645,tt0334004,Niram Marunna Nimishangal,1982,-,-,-,-,malayalam
24666,tt9351220,My Great Grandfather,2019,122 min,4.7,109,Drama            ,malayalam
24668,tt0355631,Kaliveedu,1996,126 min,6.1,116,"Comedy, Drama            ",malayalam
24669,tt2081320,Mother's Day,2011 Video,8 min,8.1,23,"Short, Drama            ",malayalam
24694,tt6963888,The Crab,2017,-,-,-,Drama            ,malayalam
24700,tt0280583,Dambathya Rahasyam,1976,-,-,-,Musical            ,malayalam
24704,tt0269822,Sandhyakenthinu Sindooram,1984,-,6.4,7,-,malayalam
24712,tt0246432,Anu Bandham,1985,120 min,7.8,61,Drama            ,malayalam
24716,tt2223384,Vadhiyar,2012,107 min,4.1,51,"Comedy, Drama            ",malayalam
24717,tt0332667,Kanalaattam,1979,-,-,-,-,malayalam
24720,tt0344783,Aasha,1982,137 min,-,-,-,malayalam
24721,tt13149554,Moments,VI 2017,10 min,-,-,"Short, Drama            ",malayalam
24742,tt8669448,Karuthamuthu,2014– ,22 min,2.6,19,Drama            ,malayalam
24752,tt0353147,Aalavattam,1993,-,6.6,7,-,malayalam
24753,tt5034328,Asha Black,2014,-,5.2,25,"Drama, Thriller            ",malayalam
24754,tt0355488,The Good Boys,1997,-,6.0,8,Comedy            ,malayalam
24775,tt0237376,Kireedam,1989,124 min,8.8,"6,396","Action, Drama            ",malayalam
24776,tt2349486,Ennittum,2006,-,4.5,8,Drama            ,malayalam
24794,tt0277210,Padmavyooham,1973,146 min,-,-,-,malayalam
24813,tt1630255,Puthiya Mugham,2009,137 min,5.6,576,"Action, Drama, Thriller            ",malayalam
24815,-,Ka,I,-,-,-,"Action, Thriller            ",malayalam
24817,tt13031570,Sahilz,2019– ,-,-,-,-,malayalam
24819,-,CID Sheela,2021,-,-,-,Thriller            ,malayalam
24820,tt1156313,Kanne Madanguka,2005,-,-,-,Drama            ,malayalam
24835,tt0246959,Sukrutham,1994,148 min,7.4,183,Drama            ,malayalam
24849,-,Chila Nerangalil Chilar,,-,-,-,Drama            ,malayalam
24855,-,Turbo Peter,,-,-,-,-,malayalam
24864,tt14392320,PRD,2017 Video,-,-,-,"Short, News            ",malayalam
24871,tt1338699,Velipadukal: Biography of a Sacred Cow,2008 Video,69 min,-,-,"Drama, Fantasy, Sci-Fi            ",malayalam
24881,tt7911790,Kharam,2017,113 min,-,-,Drama            ,malayalam
24892,-,Liger,2021,-,-,-,Drama            ,malayalam
24893,tt0320324,Pushpasaram,2001,-,-,-,-,malayalam
24900,tt0318085,Sree Ayyappanum Vavarum,1982,-,5.8,12,"Action, Adventure, Drama            ",malayalam
24916,tt8168814,Aashiq Vanna Divasam,2018,127 min,5.5,8,"Drama, Family            ",malayalam
24934,tt0232038,Malankattu,1980,-,-,-,-,malayalam
24946,tt0281589,Amma,1976,-,-,-,-,malayalam
24952,tt1764200,Bhariya Onnu Makkal Moonnu,2009,124 min,3.4,21,Drama            ,malayalam
24959,tt0345780,Penninte Prathikaaram,1983,-,-,-,-,malayalam
24960,tt11974820,Knock! Knock!,2019,-,-,-,"Short, Thriller            ",malayalam
24961,-,Hearty's Day Out,,20 min,-,-,"Short, Family            ",malayalam
24973,tt0187549,Thulavarsham,1976,-,3.9,7,-,malayalam
24977,-,Red River,2021,-,-,-,Drama            ,malayalam
24980,tt0251972,Sainyam,1993,194 min,6.4,206,"Action, Drama, Thriller            ",malayalam
24986,tt0255096,Deepasthambham Mahascharyam,1999,137 min,5.1,78,"Comedy, Drama, Musical            ",malayalam
25004,tt12768760,Daveli,2020,-,-,-,"Short, Documentary            ",malayalam
25011,tt0377575,C.I.D. Moosa,2003,160 min,7.6,"1,309","Action, Comedy            ",malayalam
25014,tt0460541,Rappakal,2005,137 min,7.2,636,"Comedy, Drama            ",malayalam
25026,tt0353179,Amina Tailors,1991,135 min,5.0,20,Drama            ,malayalam
25035,tt0253495,Ponkathir,1953,-,-,-,-,malayalam
25041,tt0259709,Vachanam,1989,122 min,7.0,41,"Crime, Drama, Mystery            ",malayalam
25042,tt0214724,Gnana Sundari,1961,-,6.2,6,Drama            ,malayalam
25055,tt0334449,Swarganiki Nitchenalu,1977,-,-,-,-,malayalam
25059,tt4834526,The Uninvited,2015,-,-,-,Horror            ,malayalam
25070,tt0318124,Theeram Thedunnavar,1980,-,-,-,-,malayalam
25083,tt0233998,Kadalamma,1963,-,-,-,-,malayalam
25090,tt0268155,Avakaasham,1978,-,-,-,-,malayalam
25095,tt5632302,Karingunnam 6's,2016,144 min,5.4,344,"Drama, Sport            ",malayalam
25105,tt12845262,Operation Olipporu,2021,-,8.9,78,"Action, Comedy, Thriller            ",malayalam
25107,tt1920913,Elektra,2010,131 min,6.2,83,"Drama, Thriller            ",malayalam
25114,tt5865742,Mud Maza,2016,75 min,-,-,"Musical, Romance, Sport            ",malayalam
25116,tt0280431,Anjali,1977,-,-,-,-,malayalam
25136,tt0347303,Kalki,1984,-,-,-,-,malayalam
25154,tt0323364,Narendran Makan Jayakanthan Vaka,2001,150 min,6.3,238,"Comedy, Drama            ",malayalam
25170,tt0352225,Cabaret Dancer,1986,-,-,-,-,malayalam
25173,tt8459220,Kaitholachathan,2018,128 min,5.6,8,"Drama, Fantasy            ",malayalam
25178,tt6010980,Halwa,2016,23 min,6.7,7,Short            ,malayalam
25202,tt0275543,Naavadakku Paniyedukku,1985,-,-,-,-,malayalam
25218,tt0355724,Mahatma,1996,-,5.4,41,"Action, Crime            ",malayalam
25226,tt5966142,Gundert the Man the Language,2012,-,-,-,-,malayalam
25241,tt0278273,Aaram Vardil Aabhayandhara Kalakam,1990,-,-,-,-,malayalam
25252,tt0279186,Kuruppinte Kanakku Pustakom,1990,-,6.6,45,"Comedy, Drama            ",malayalam
25263,tt0353796,News,1989,132 min,6.6,40,"Action, Mystery, Thriller            ",malayalam
25268,tt0273305,Kalapam,1998,123 min,3.2,5,-,malayalam
25270,tt1152259,Deepangal Sakshi,2005,-,5.4,5,Drama            ,malayalam
25282,tt8108224,Parayan Baaki Vechathu,2014,-,-,-,Thriller            ,malayalam
25285,tt4887854,Call Me @,2014,-,-,-,"Drama, Thriller            ",malayalam
25289,-,Lifelight,,122 min,-,-,Drama            ,malayalam
25298,tt0274078,Samantharangal,1998,-,6.8,17,Drama            ,malayalam
25313,tt13387168,Family Pack,II 2020,30 min,7.9,14,"Short, Comedy, Family            ",malayalam
25321,tt6817922,Chicken Kokkachi,2017,116 min,4.7,93,Comedy            ,malayalam
25325,tt0397199,Subhasangeetham,2002– ,-,-,-,-,malayalam
25332,tt7186416,Pakal Pole,2017,144 min,-,-,Drama            ,malayalam
25337,tt0320130,Nalamsimham,2001,-,-,-,-,malayalam
25344,tt0277548,Aarodum Parayaruthe,1985,-,-,-,-,malayalam
25348,tt0345976,Surumayezhutiya Kannukal,1983,-,-,-,-,malayalam
25360,tt3188586,Lissammayude Veedu,2013,136 min,4.6,18,"Crime, Drama            ",malayalam
25376,tt0333293,Daaliya Pookkal,1980,-,-,-,-,malayalam
25384,tt3668162,Bangalore Days,2014,171 min,8.3,"16,986","Comedy, Drama, Romance            ",malayalam
25385,tt0333871,Manthramothiram,1997,-,5.4,55,"Comedy, Drama, Romance            ",malayalam
25386,tt0356092,Suvarna Simhaasanam,1997,-,3.8,15,Drama            ,malayalam
25404,tt0353699,Makkal Mahatmyam,1992,-,6.0,39,"Comedy, Drama            ",malayalam
25408,tt0275769,Vannu Kandu Keezhadakki,1985,-,6.4,5,-,malayalam
25416,tt1959468,Manikyakallu,2011,150 min,6.6,545,"Drama, Family            ",malayalam
25445,tt0323719,Prnaya Manthram,2001,-,-,-,-,malayalam
25448,tt0320306,Pranayakalathu,2001,70 min,-,-,-,malayalam
25454,tt0425162,Kaazhcha,2004,137 min,8.2,"2,709",Drama            ,malayalam
25461,tt0280423,Amrudha Vahini,1976,-,-,-,-,malayalam
25466,tt0317707,Indradhanush,1979,-,-,-,-,malayalam
25474,tt0320556,Swrgavathil,2001,-,-,-,-,malayalam
25482,tt1821559,Oridam,2004,-,6.8,5,Drama            ,malayalam
25487,tt8100402,Aliya Veno,2018 Video,-,-,-,"Short, Horror            ",malayalam
25490,tt5877254,Pravachanam,1996–1997,-,-,-,Thriller            ,malayalam
25491,tt6804986,Honey Bee 2.5,2017,107 min,4.9,124,"Comedy, Drama            ",malayalam
25492,tt8112172,Charminar,2018,120 min,6.1,27,"Drama, Thriller            ",malayalam
25495,tt0281335,Veedue Oru Swargam,1977,-,-,-,-,malayalam
25511,tt0352458,Janangalude Shradhakku,1987,-,-,-,-,malayalam
25516,tt0278667,Rathilayangal,1990,-,-,-,-,malayalam
25523,tt0235891,Yaathra,1985,124 min,8.0,493,"Drama, Romance            ",malayalam
25538,tt5785958,Section307,2015,10 min,6.9,18,"Short, Thriller            ",malayalam
25559,tt0342822,Neduveerppukal,1991,-,-,-,-,malayalam
25573,tt1102286,Nivedhyam,2007,127 min,5.4,85,"Drama, Romance            ",malayalam
25580,-,Kumari,,-,-,-,Thriller            ,malayalam
25583,tt0334499,Thrasam,1981,-,-,-,-,malayalam
25590,tt0186809,Alinganam,1976,-,4.4,9,Drama            ,malayalam
25591,tt0277799,Life Is Beautiful,2000,129 min,6.3,655,"Comedy, Drama            ",malayalam
25602,tt0959566,Kavadiyattam,1993,122 min,5.6,57,Comedy            ,malayalam
25611,tt5528278,Happy Wedding,I 2016,128 min,6.9,"1,306",Comedy            ,malayalam
25612,tt1102354,Veeralipattu,2007,111 min,5.2,40,Drama            ,malayalam
25613,tt0355637,Kanchanam,1996,-,-,-,-,malayalam
25617,tt4895996,Mithram,2014,-,-,-,Horror            ,malayalam
25622,tt7781488,Ammuvinte Amma,2017– ,-,-,-,Drama            ,malayalam
25647,tt0258387,Aakasha Kottayile Sultan,1991,-,6.7,39,Comedy            ,malayalam
25651,tt0332785,Ullaasa Jodi,1979,-,-,-,-,malayalam
25654,tt0317744,Ivan Oru Simham,1982,-,-,-,-,malayalam
25669,tt0352498,Koodanayum Kattu,1986,-,-,-,-,malayalam
25672,-,Rangeela,,-,-,-,Comedy            ,malayalam
25678,tt11940922,Bio,2020,14 min,-,-,"Short, Fantasy            ",malayalam
25683,tt8302538,Kalippu,2019,130 min,6.4,11,Thriller            ,malayalam
25698,tt0214918,Mannu,1978,134 min,6.7,7,-,malayalam
25704,tt0214922,Marakkillorikkalum,1983,-,5.4,9,"Drama, Romance, Thriller            ",malayalam
25708,tt4966034,Walking Mind,2015,71 min,-,-,"Documentary, Drama, News            ",malayalam
25725,tt10443210,The Green Thumb,2019,-,-,-,"Short, Drama            ",malayalam
25734,tt0867359,Moonnamathoral,2006,132 min,5.5,78,"Drama, Horror, Thriller            ",malayalam
25744,tt0353323,Crime Branch,1989,99 min,-,-,-,malayalam
25748,tt13270388,Vasanthi,2021,-,-,-,Drama            ,malayalam
